npi,provider_name,specialty_id,credential,fte,is_active,hire_date,primary_location_id,primary_location_name,tenure_bucket
8669439560,Cameron Lee,SP003,DO,1.0,1,2008-03-27,LC0046,Milwaukie Clinic 6,10 plus Years
2212170693,Drew Smith,SP019,MD,0.5,1,2024-03-31,LC0046,Milwaukie Clinic 6,0 to 2 Years
7408066172,Alex Lopez,SP012,MD,1.0,1,2008-07-07,LC0046,Milwaukie Clinic 6,10 plus Years
1289299714,Cameron Lewis,SP025,MD,1.0,1,2023-10-08,LC0046,Milwaukie Clinic 6,0 to 2 Years
2698429237,Avery Allen,SP001,MD,0.5,1,2011-03-19,LC0046,Milwaukie Clinic 6,10 plus Years
9520494628,Parker Clark,SP002,MD,1.0,1,2007-10-02,LC0046,Milwaukie Clinic 6,10 plus Years
7767537886,Taylor Garcia,SP008,MD,0.5,1,2011-09-18,LC0046,Milwaukie Clinic 6,10 plus Years
2605539809,Hayden Hall,SP002,NP,0.95,1,2017-07-10,LC0047,Beaverton Infusion,6 to 10 Years
2285787015,Emerson Jones,SP006,NP,1.0,1,2014-01-08,LC0047,Beaverton Infusion,10 plus Years
3371321113,Alex Wright,SP031,MD,1.0,1,2020-09-22,LC0047,Beaverton Infusion,3 to 5 Years
5444785678,Reese Kim,SP004,DO,1.0,1,2017-06-15,LC0047,Beaverton Infusion,6 to 10 Years
6191464299,Hayden Young,SP004,MD,0.75,1,2013-07-07,LC0047,Beaverton Infusion,10 plus Years
0297079046,Riley Lewis,SP016,MD,1.0,1,2017-11-24,LC0047,Beaverton Infusion,6 to 10 Years
4121144223,Hayden Anderson,SP012,MD,0.4,1,2024-03-18,LC0047,Beaverton Infusion,0 to 2 Years
1729586267,Reese Brown,SP016,NP,1.0,1,2013-09-20,LC0047,Beaverton Infusion,10 plus Years
2122109547,Emerson Wright,SP008,NP,1.0,1,2008-11-16,LC0047,Beaverton Infusion,10 plus Years
9248632004,Sawyer Clark,SP024,NP,0.6,1,2013-08-30,LC0048,Portland Imaging,10 plus Years
1764712396,Alex Williams,SP003,NP,1.0,0,2021-10-01,LC0048,Portland Imaging,3 to 5 Years
6828025083,Parker King,SP010,PA,0.75,1,2010-01-30,LC0048,Portland Imaging,10 plus Years
8530657612,Cameron Thomas,SP018,MD,1.0,1,2023-10-17,LC0049,Tualatin Clinic 4,0 to 2 Years
1719179403,Taylor Walker,SP024,PA,1.0,1,2017-01-11,LC0049,Tualatin Clinic 4,6 to 10 Years
8159708174,Avery Garcia,SP007,MD,1.0,1,2017-04-11,LC0049,Tualatin Clinic 4,6 to 10 Years
6241923563,Sawyer Lee,SP016,MD,1.0,1,2011-12-11,LC0049,Tualatin Clinic 4,10 plus Years
5558387999,Alex Garcia,SP002,MD,0.95,1,2023-04-04,LC0049,Tualatin Clinic 4,0 to 2 Years
7277262574,Quinn Garcia,SP003,MD,1.0,1,2006-09-04,LC0049,Tualatin Clinic 4,10 plus Years
1374907898,Blake Anderson,SP002,MD,1.0,1,2011-08-08,LC0049,Tualatin Clinic 4,10 plus Years
1933366403,Avery Nguyen,SP018,MD,1.0,1,2013-11-04,LC0049,Tualatin Clinic 4,10 plus Years
9205468021,Quinn Johnson,SP006,MD,0.85,1,2014-12-12,LC0049,Tualatin Clinic 4,10 plus Years
5763694877,Sawyer Brown,SP018,MD,1.0,0,2014-11-21,LC0049,Tualatin Clinic 4,10 plus Years
3272326261,Quinn Nguyen,SP002,NP,1.0,1,2008-10-09,LC0049,Tualatin Clinic 4,10 plus Years
9890429732,Taylor Lee,SP024,MD,0.4,1,2010-03-25,LC0049,Tualatin Clinic 4,10 plus Years
5644043886,Jordan Clark,SP024,MD,1.0,1,2007-10-15,LC0049,Tualatin Clinic 4,10 plus Years
7083498037,Emerson Wright,SP002,MD,1.0,1,2016-09-24,LC0049,Tualatin Clinic 4,6 to 10 Years
7525827789,Riley Walker,SP001,MD,1.0,1,2012-07-30,LC0049,Tualatin Clinic 4,10 plus Years
2255477273,Cameron Patel,SP001,MD,1.0,1,2016-08-09,LC0051,Portland Infusion,6 to 10 Years
2403947164,Jordan Thomas,SP024,NP,1.0,1,2017-01-20,LC0052,Portland Surgery,6 to 10 Years
3795141406,Parker Nguyen,SP005,MD,1.0,1,2019-02-28,LC0052,Portland Surgery,6 to 10 Years
6320888032,Emerson Clark,SP015,MD,1.0,1,2016-04-03,LC0052,Portland Surgery,6 to 10 Years
9511291962,Cameron Wright,SP009,DO,1.0,1,2018-02-23,LC0052,Portland Surgery,6 to 10 Years
9838122107,Sawyer Wright,SP021,MD,0.95,1,2017-01-03,LC0052,Portland Surgery,6 to 10 Years
1130090007,Riley Allen,SP012,NP,1.0,1,2018-03-26,LC0052,Portland Surgery,6 to 10 Years
1587507069,Cameron Clark,SP012,MD,1.0,1,2017-07-24,LC0052,Portland Surgery,6 to 10 Years
4836459742,Skyler Johnson,SP031,NP,1.0,1,2011-12-06,LC0052,Portland Surgery,10 plus Years
4731401478,Parker Smith,SP003,DO,0.8,1,2010-08-14,LC0052,Portland Surgery,10 plus Years
7241727864,Riley Miller,SP024,NP,1.0,1,2020-10-05,LC0052,Portland Surgery,3 to 5 Years
